Date,wse,flag
2023-07-29 10:13:29,151.9947,0
2023-08-06 21:41:15,246.3065,0
2023-09-09 03:43:41,151.0144,0
2023-09-17 15:11:26,150.0991,0
2023-09-30 00:28:44,152.3236,0
2023-10-08 11:56:28,167.5544,0
2023-10-20 21:13:48,150.3791,0
2023-10-29 08:41:33,149.3477,0
2023-11-10 17:58:53,150.0931,0
2023-11-19 05:26:38,149.2151,0
2023-12-01 14:43:59,149.2241,0
2023-12-10 02:11:43,152.3751,0
2023-12-22 11:29:03,153.7009,0
2023-12-30 22:56:49,150.3573,0
2024-01-12 08:14:08,149.7414,0
2024-01-20 19:41:55,152.0653,0
2024-02-02 04:59:14,150.6188,0
2024-02-10 16:26:59,147.2263,0
2024-02-23 01:44:19,149.519,0
2024-03-02 13:12:05,148.8446,0
2024-03-14 22:29:21,152.4485,0
2024-03-23 09:57:08,149.0859,0
2024-04-04 19:14:26,206.1166,0
2024-04-13 06:42:13,153.1877,0
2024-04-25 15:59:32,149.6343,0
2024-05-04 03:27:16,148.896,1
2024-05-16 12:44:37,149.6618,0
2024-05-25 00:12:21,153.601,0
2024-06-06 09:29:43,150.5875,0
2024-06-27 06:14:46,152.1618,0
2024-07-05 17:42:29,166.2961,0
2024-07-18 02:59:50,153.1875,1
2024-07-26 14:27:35,152.0545,0
2024-08-07 23:44:55,151.7509,1
2024-08-16 11:12:40,149.8683,0
2024-08-28 20:29:59,151.0779,0
2024-09-06 07:57:46,150.8985,0
2024-10-09 14:00:12,150.2387,0
2024-10-30 10:45:15,150.5833,0
2024-11-07 22:13:01,150.4605,0
2024-11-20 07:30:21,148.035,0
2024-11-28 18:58:06,149.7026,0
2025-01-21 21:45:34,148.7675,0
2025-01-30 09:13:19,153.083,0
2025-02-20 05:58:24,151.2831,0
2025-03-04 15:15:42,148.7421,0
2025-03-13 02:43:28,158.628,0
2025-05-14 16:58:41,155.2822,0
2025-05-27 02:16:02,151.7564,0
2025-06-04 13:43:48,151.9141,0
2025-06-16 23:01:06,152.262,0
2025-06-25 10:28:53,161.5623,0
2025-07-07 19:46:13,151.366,0
2025-07-16 07:13:59,152.6391,0
2025-07-28 16:31:18,158.0782,0
2025-08-06 03:59:02,155.1912,0
2025-08-18 13:16:22,151.5665,0
2025-08-27 00:44:08,153.6773,0
2025-09-08 10:01:26,149.6663,0
2025-09-16 21:29:10,155.2771,0
2025-09-29 06:46:30,150.0209,0
2025-10-07 18:14:15,152.2999,0
2025-10-20 03:31:36,149.6815,0
2025-10-28 14:59:21,151.1413,0
2025-11-10 00:16:39,149.6771,0
2025-11-18 11:44:24,156.3065,0
2025-11-30 21:01:43,150.3503,0
2025-12-09 08:29:27,150.45,0
2025-12-21 17:46:47,149.1748,0
2025-12-30 05:14:34,148.8465,0
2026-01-11 14:31:52,149.0002,0
2026-01-20 01:59:38,149.2136,0
2026-02-01 11:16:57,146.7821,0
2026-02-09 22:44:42,150.2563,0
2026-02-22 08:02:02,158.6565,0
2026-03-02 19:29:49,152.5552,0
